step,timestamp,split,vibration_rms,temperature_c,current_a,speed_rpm,acoustic_db,pressure_kpa
39,2026-07-01T13:09:11,future,1.75362,55.44743,122.02958,1211.93422,63.77377,391.75263
40,2026-07-01T13:09:12,future,2.21799,67.79,115.92385,1158.19224,66.25851,418.66289
41,2026-07-01T13:09:13,future,2.34472,54.5427,117.63732,1176.57941,63.08105,416.81188
42,2026-07-01T13:09:14,future,2.18297,55.69439,116.03077,1165.46911,61.98359,417.97512
43,2026-07-01T13:09:15,future,2.18421,62.03092,131.19535,1190.50662,65.19228,400.45212
44,2026-07-01T13:09:16,future,2.37336,57.91637,132.01714,1218.45332,62.38905,390.95659
45,2026-07-01T13:09:17,future,2.071,65.15429,130.05668,1217.81616,63.63315,406.25556
46,2026-07-01T13:09:18,future,2.389,68.5427,116.86883,1194.79079,63.59212,411.18237
47,2026-07-01T13:09:19,future,2.13328,55.61055,116.79458,1160.9963,62.20354,417.1005
48,2026-07-01T13:09:20,future,2.32742,61.57804,128.83727,1201.51516,63.12676,400.64308
49,2026-07-01T13:09:21,future,2.01273,67.40121,122.19398,1192.688,62.49213,406.01555
50,2026-07-01T13:09:22,future,1.86208,66.94535,132.55512,1222.95176,63.27023,390.86776
51,2026-07-01T13:09:23,future,2.13184,64.08073,137.1184,1204.64947,63.81076,403.09902
52,2026-07-01T13:09:24,future,2.00408,58.60614,124.28036,1158.66677,61.69511,419.53862
53,2026-07-01T13:09:25,future,2.08274,61.59986,128.20661,1183.93279,64.21062,404.64655
54,2026-07-01T13:09:26,future,1.78362,68.0379,129.27642,1217.45676,63.79398,392.79142
55,2026-07-01T13:09:27,future,1.85283,56.18996,117.54696,1149.82296,62.00318,411.5771
56,2026-07-01T13:09:28,future,1.93343,62.57761,125.42885,1166.47331,66.46127,407.95703
57,2026-07-01T13:09:29,future,2.51603,56.61422,119.48726,1143.52207,65.69292,416.67408
58,2026-07-01T13:09:30,future,2.25418,54.67539,118.22539,1178.72253,62.20021,414.8771
59,2026-07-01T13:09:31,future,1.94872,58.9781,123.32543,1160.07536,62.45724,415.93327
60,2026-07-01T13:09:32,future,1.7691,61.37021,126.81485,1182.72139,61.99722,417.51095
61,2026-07-01T13:09:33,future,1.97732,54.90259,129.24948,1215.91201,62.93557,392.69259
62,2026-07-01T13:09:34,future,2.43685,56.41459,114.2497,1159.34597,66.85248,411.97332
63,2026-07-01T13:09:35,future,2.20536,55.81891,128.52536,1223.81786,63.15868,391.75439
64,2026-07-01T13:09:36,future,2.30798,63.00308,131.62081,1212.1113,67.58085,387.30252
65,2026-07-01T13:09:37,future,2.03229,58.56187,119.95974,1151.1312,63.89555,409.03115
66,2026-07-01T13:09:38,future,1.86186,56.74081,125.07898,1210.32694,64.1484,389.45786
67,2026-07-01T13:09:39,future,1.81455,56.00488,126.69917,1218.47277,65.03056,392.33272
68,2026-07-01T13:09:40,future,1.82441,59.94272,123.52023,1162.35091,62.46695,419.12932
69,2026-07-01T13:09:41,future,1.83878,67.05507,132.33739,1219.22469,63.89559,391.41617
70,2026-07-01T13:09:42,future,1.97329,58.71251,125.13807,1154.55446,63.64492,406.9747
71,2026-07-01T13:09:43,future,1.89578,67.37308,127.57725,1217.14271,61.78399,395.36201
72,2026-07-01T13:09:44,future,1.93802,69.07321,120.71263,1201.88912,66.43828,390.67952
73,2026-07-01T13:09:45,future,1.84094,56.04834,118.58046,1159.47341,65.28725,413.30079
74,2026-07-01T13:09:46,future,2.0208,59.15496,118.67601,1165.00999,65.57786,410.40538
75,2026-07-01T13:09:47,future,1.8627,54.43079,120.27898,1205.69298,68.00493,395.11897
76,2026-07-01T13:09:48,future,2.24855,66.88187,120.9043,1155.70774,66.0556,417.55765
77,2026-07-01T13:09:49,future,1.88664,69.6329,117.98032,1187.5684,65.69497,395.22616
78,2026-07-01T13:09:50,future,1.96081,59.38953,121.33591,1161.6289,66.36327,406.45136
79,2026-07-01T13:09:51,future,2.18206,65.65083,131.92541,1221.51471,66.61978,389.28657
80,2026-07-01T13:09:52,future,2.34604,59.8035,129.27181,1161.88141,66.54374,400.20857
81,2026-07-01T13:09:53,future,1.88588,63.37569,129.82854,1201.42485,63.21151,409.30289
82,2026-07-01T13:09:54,future,2.45411,69.09575,113.41102,1169.00386,64.89901,415.98172
83,2026-07-01T13:09:55,future,2.30656,64.09672,131.14252,1215.20398,66.83226,387.36959
84,2026-07-01T13:09:56,future,2.50765,68.17173,128.5873,1217.69333,67.0299,394.48167
85,2026-07-01T13:09:57,future,1.86265,67.23981,127.23449,1221.18609,66.41341,390.872
86,2026-07-01T13:09:58,future,2.40323,65.9356,135.26585,1227.90884,64.57625,400.11624
87,2026-07-01T13:09:59,future,2.36098,68.61356,125.78779,1215.66371,69.03882,391.96904
88,2026-07-01T13:10:00,future,2.43278,64.29654,136.43967,1203.3671,68.30007,391.19062
89,2026-07-01T13:10:01,future,2.05158,66.40541,130.96994,1223.92167,64.90957,389.48343
90,2026-07-01T13:10:02,future,2.5371,60.49551,132.81226,1204.80517,62.53176,395.05172
91,2026-07-01T13:10:03,future,2.39287,60.97707,131.27416,1205.07709,64.6357,397.53029
92,2026-07-01T13:10:04,future,2.48893,57.35492,131.30664,1219.97234,63.27397,387.15346
93,2026-07-01T13:10:05,future,1.8568,69.81198,120.2341,1186.7438,66.14362,394.70907
94,2026-07-01T13:10:06,future,2.10035,67.77375,134.96749,1227.8255,66.90234,386.6443
95,2026-07-01T13:10:07,future,2.59156,63.52891,131.19429,1196.80171,67.70055,389.80567
