step,timestamp,split,vibration_rms,temperature_c,current_a,speed_rpm,acoustic_db,pressure_kpa
50,2026-07-01T16:09:22,future,1.46875,75.42758,90.42988,1369.52045,60.1269,412.45609
51,2026-07-01T16:09:23,future,1.16746,71.39636,102.72503,1371.85677,60.5541,411.80563
52,2026-07-01T16:09:24,future,1.65703,71.45975,106.00689,1388.45773,65.22659,396.63175
53,2026-07-01T16:09:25,future,1.00934,71.88661,95.62529,1340.64556,65.71129,419.66793
54,2026-07-01T16:09:26,future,1.60495,76.25898,89.28083,1342.23655,63.6047,419.80036
55,2026-07-01T16:09:27,future,1.32413,64.33099,102.46381,1400.56974,60.18713,398.32297
56,2026-07-01T16:09:28,future,1.04626,64.0136,92.19316,1330.01747,59.49312,421.68633
57,2026-07-01T16:09:29,future,1.00814,75.63802,98.21876,1388.47443,60.87729,403.47268
58,2026-07-01T16:09:30,future,1.11156,63.2467,86.67923,1340.30818,58.48233,418.56861
59,2026-07-01T16:09:31,future,1.31227,73.95596,106.99781,1396.45009,62.91959,396.26311
60,2026-07-01T16:09:32,future,1.51526,76.14883,89.80596,1331.55976,63.88168,423.4644
61,2026-07-01T16:09:33,future,1.42092,67.27437,102.09254,1346.08788,64.33781,408.25303
62,2026-07-01T16:09:34,future,1.2298,66.03288,95.9419,1339.07944,62.22536,410.99942
63,2026-07-01T16:09:35,future,1.29444,65.36037,95.51495,1328.40055,60.84934,423.24233
64,2026-07-01T16:09:36,future,1.03272,71.75509,96.84548,1342.76597,63.68489,419.56012
65,2026-07-01T16:09:37,future,1.48901,74.32289,87.90578,1337.6389,64.31686,424.62486
66,2026-07-01T16:09:38,future,0.9876,71.04932,100.77171,1342.72974,65.35488,417.49426
67,2026-07-01T16:09:39,future,1.34481,73.81894,105.43153,1393.64233,64.0385,396.14076
68,2026-07-01T16:09:40,future,1.03262,63.29026,86.88054,1329.27611,60.37594,419.28228
69,2026-07-01T16:09:41,future,1.63024,63.35816,104.19455,1397.79129,58.05988,397.67999
70,2026-07-01T16:09:42,future,1.50859,76.34155,91.60619,1373.13218,59.84162,412.45274
71,2026-07-01T16:09:43,future,1.64781,75.05269,90.13391,1344.48934,62.84731,417.95928
72,2026-07-01T16:09:44,future,1.61621,76.43827,90.64168,1358.49446,60.07228,418.55413
73,2026-07-01T16:09:45,future,0.92327,62.57902,94.19597,1322.85226,61.607,418.08969
74,2026-07-01T16:09:46,future,0.91262,62.66077,95.19572,1384.24199,62.5848,400.94954
75,2026-07-01T16:09:47,future,1.52733,72.74992,109.02717,1389.4349,64.92327,399.11
76,2026-07-01T16:09:48,future,1.70145,73.95588,105.39478,1401.18724,65.10625,398.66074
77,2026-07-01T16:09:49,future,1.44493,75.56883,89.525,1328.95296,64.68261,422.94879
78,2026-07-01T16:09:50,future,0.97215,64.51453,87.77744,1326.41256,59.10527,420.36581
79,2026-07-01T16:09:51,future,1.48559,72.62385,105.11538,1402.16638,62.7924,405.23504
80,2026-07-01T16:09:52,future,1.14502,76.29165,97.93731,1366.96006,65.00597,392.26311
81,2026-07-01T16:09:53,future,0.94218,63.91789,90.70731,1334.45927,59.56866,421.40902
82,2026-07-01T16:09:54,future,0.9618,64.66471,91.27493,1331.06102,60.78587,418.5496
83,2026-07-01T16:09:55,future,1.02492,74.08614,96.39683,1400.26715,59.39703,399.79655
84,2026-07-01T16:09:56,future,1.00135,76.25635,97.69682,1397.0091,58.6532,400.2712
85,2026-07-01T16:09:57,future,0.95931,75.95288,104.87477,1380.89035,61.4323,399.18639
86,2026-07-01T16:09:58,future,1.01943,73.29416,92.24866,1328.93593,64.94496,426.57183
87,2026-07-01T16:09:59,future,1.62292,66.69356,102.36422,1397.74851,59.55672,398.46752
88,2026-07-01T16:10:00,future,1.14555,73.32472,87.17164,1319.34425,64.60682,420.35401
89,2026-07-01T16:10:01,future,1.29026,70.92875,99.39604,1358.52261,63.36908,410.82504
90,2026-07-01T16:10:02,future,1.59833,74.81822,90.33334,1353.80133,59.38772,416.04062
91,2026-07-01T16:10:03,future,0.94874,76.37776,91.86232,1366.02224,61.38038,400.45109
92,2026-07-01T16:10:04,future,1.60693,63.02223,86.80039,1337.96442,64.83784,416.04733
93,2026-07-01T16:10:05,future,1.11906,65.19968,97.59241,1331.35824,60.90106,414.52338
94,2026-07-01T16:10:06,future,1.32708,75.37779,95.70488,1388.9409,66.13168,398.24496
95,2026-07-01T16:10:07,future,1.1263,61.78563,96.74539,1399.80353,63.0937,394.7517
