step,timestamp,split,vibration_rms,temperature_c,current_a,speed_rpm,acoustic_db,pressure_kpa
23,2026-07-01T16:00:23,history,1.50099,73.38436,101.68898,1396.69909,64.5835,417.63843
24,2026-07-01T16:00:24,history,1.56463,72.38129,105.73047,1406.93178,65.90585,421.61508
25,2026-07-01T16:00:25,history,1.38202,72.72184,105.22518,1402.48163,64.59249,423.80423
26,2026-07-01T16:00:26,history,1.3856,72.27441,102.21251,1395.71543,64.6604,423.61876
27,2026-07-01T16:00:27,history,1.37453,72.40843,103.63551,1408.79943,63.25216,421.49559
28,2026-07-01T16:00:28,history,1.4456,72.21362,104.90531,1395.56245,64.07721,424.76986
29,2026-07-01T16:00:29,history,1.11395,73.00945,102.61528,1398.60799,63.92447,422.42845
30,2026-07-01T16:00:30,history,1.46747,73.04098,101.75062,1394.89668,65.05852,423.64273
31,2026-07-01T16:00:31,history,1.21247,72.35895,104.10692,1392.06879,64.38721,424.86453
32,2026-07-01T16:00:32,history,1.46299,72.43392,105.51264,1400.05547,64.49212,417.46434
33,2026-07-01T16:00:33,history,1.22939,73.46438,100.11592,1393.77397,64.2554,420.46151
34,2026-07-01T16:00:34,history,1.34572,73.08763,102.0871,1401.87296,63.94675,422.36373
35,2026-07-01T16:00:35,history,1.20013,73.77315,99.92265,1402.67081,64.39852,424.82086
36,2026-07-01T16:00:36,history,1.26816,73.40704,98.9678,1396.77967,64.98,420.97286
37,2026-07-01T16:00:37,history,0.88326,74.6781,98.85082,1390.39946,61.26054,422.9445
38,2026-07-01T16:00:38,history,1.01419,74.14072,101.50236,1398.38321,62.98152,421.95148
39,2026-07-01T16:00:39,history,1.08674,74.00424,99.20312,1392.73451,62.96269,426.53954
40,2026-07-01T16:00:40,history,0.87892,74.02677,94.28931,1385.40899,62.058,420.20172
41,2026-07-01T16:00:41,history,1.24464,73.81019,100.14856,1405.7157,63.98797,422.56261
42,2026-07-01T16:00:42,history,0.85539,76.04734,92.34206,1372.92973,60.66369,423.9615
43,2026-07-01T16:00:43,history,1.18915,73.11334,102.92941,1398.30111,65.95511,420.50628
44,2026-07-01T16:00:44,history,0.90658,75.01316,91.82478,1369.90175,60.06653,419.56158
45,2026-07-01T16:00:45,history,0.8849,73.83159,97.46163,1389.27971,61.32346,424.15341
46,2026-07-01T16:00:46,history,1.06949,73.2023,99.23552,1389.89566,62.81316,424.25722
47,2026-07-01T16:00:47,history,0.97259,75.38622,95.84413,1371.69477,61.08838,412.92372
48,2026-07-01T16:00:48,history,0.99624,73.43494,97.23225,1389.53532,61.17151,422.91345
49,2026-07-01T16:00:49,history,1.04171,73.01617,103.16079,1396.87994,62.84956,424.27544
50,2026-07-01T16:00:50,history,0.92561,75.59104,91.00424,1364.40618,59.84232,417.80045
51,2026-07-01T16:00:51,history,0.95558,73.83566,95.80535,1380.91582,63.43954,424.45047
52,2026-07-01T16:00:52,history,0.93597,73.47545,95.41,1391.30818,60.4157,419.7707
53,2026-07-01T16:00:53,history,0.98547,74.84283,101.60029,1400.20669,62.80464,422.51749
54,2026-07-01T16:00:54,history,0.86031,75.33672,96.96589,1387.04163,63.72854,424.32571
55,2026-07-01T16:00:55,history,0.80919,74.68205,98.96666,1385.53454,61.99703,424.90466
56,2026-07-01T16:00:56,history,0.95691,75.19065,96.53488,1368.4678,60.68439,417.15017
57,2026-07-01T16:00:57,history,1.16486,74.77738,90.9421,1348.6345,58.62277,407.88975
58,2026-07-01T16:00:58,history,0.88341,74.76394,95.70063,1383.29611,60.71464,418.82309
59,2026-07-01T16:00:59,history,0.93439,74.21251,94.27972,1386.74478,62.35616,419.72962
60,2026-07-01T16:01:00,history,0.85451,76.9055,93.01955,1379.5154,60.53934,415.49534
61,2026-07-01T16:01:01,history,0.90239,74.10465,89.86296,1371.57765,60.73671,416.48799
62,2026-07-01T16:01:02,history,0.88238,74.43786,94.97791,1378.90251,60.15791,419.10484
63,2026-07-01T16:01:03,history,1.19363,73.95377,89.6463,1344.79071,57.40482,409.35444
64,2026-07-01T16:01:04,history,0.90912,74.67211,96.89283,1389.42153,59.9542,420.89178
65,2026-07-01T16:01:05,history,1.14853,74.64809,87.75882,1366.06335,58.95804,409.05277
66,2026-07-01T16:01:06,history,0.85417,75.48398,94.77876,1390.45446,60.97534,421.65254
67,2026-07-01T16:01:07,history,1.11238,75.13439,89.59567,1352.63861,60.044,411.25416
68,2026-07-01T16:01:08,history,0.80996,74.72417,93.23995,1377.9254,61.35153,420.66262
69,2026-07-01T16:01:09,history,1.2256,74.98622,89.15482,1350.91776,60.45988,408.77814
70,2026-07-01T16:01:10,history,0.87451,74.51002,91.55588,1384.31557,61.2099,417.25748
71,2026-07-01T16:01:11,history,1.41038,74.45182,85.59983,1340.40733,59.63484,404.13507
72,2026-07-01T16:01:12,history,1.45578,75.04548,89.10195,1344.48068,59.54128,402.74105
73,2026-07-01T16:01:13,history,1.29815,72.38144,96.30692,1331.85128,63.40617,395.5594
74,2026-07-01T16:01:14,history,0.94694,75.2043,94.00552,1366.43904,59.53079,419.69166
75,2026-07-01T16:01:15,history,1.34361,74.6824,87.34332,1346.14242,58.35294,408.38039
76,2026-07-01T16:01:16,history,1.4602,73.66556,94.40017,1335.26306,62.60688,392.65298
77,2026-07-01T16:01:17,history,1.34419,75.30891,89.22696,1342.6206,58.71561,408.42037
78,2026-07-01T16:01:18,history,1.41243,74.20002,90.96028,1342.3481,59.12261,402.37685
79,2026-07-01T16:01:19,history,1.05556,74.3917,88.662,1360.93061,59.81622,412.64854
80,2026-07-01T16:01:20,history,1.36911,73.22796,89.22834,1350.05982,59.70631,401.49451
81,2026-07-01T16:01:21,history,1.34434,74.33616,86.31292,1346.91824,60.42236,408.1782
82,2026-07-01T16:01:22,history,1.29655,74.21839,89.0473,1349.7985,61.27014,410.3467
83,2026-07-01T16:01:23,history,1.44614,73.40622,90.27762,1336.98024,58.42109,404.83887
84,2026-07-01T16:01:24,history,0.95559,71.2215,94.66543,1338.03312,62.75625,396.66436
85,2026-07-01T16:01:25,history,1.34924,74.21913,87.30653,1336.39951,58.37023,404.064
86,2026-07-01T16:01:26,history,1.56899,73.32655,91.38108,1332.91701,58.86053,399.99288
87,2026-07-01T16:01:27,history,0.89175,68.24331,99.45548,1364.37412,64.51768,397.00611
88,2026-07-01T16:01:28,history,1.25553,74.32959,92.08959,1337.6838,58.35991,406.63325
89,2026-07-01T16:01:29,history,1.57686,73.3128,90.98506,1328.01558,60.99302,398.39964
90,2026-07-01T16:01:30,history,1.56125,73.33759,88.89429,1331.43754,59.04657,398.53444
91,2026-07-01T16:01:31,history,1.3984,74.26572,91.41509,1348.32911,58.82227,405.28502
92,2026-07-01T16:01:32,history,1.60152,74.5937,89.7737,1329.19988,59.72919,400.86122
93,2026-07-01T16:01:33,history,1.48774,74.66834,87.49035,1334.66057,59.76867,404.47813
94,2026-07-01T16:01:34,history,0.79445,68.15398,101.81963,1358.82012,66.11389,400.42007
95,2026-07-01T16:01:35,history,1.54378,73.68649,92.22018,1327.62008,60.61733,400.31343
96,2026-07-01T16:01:36,history,1.46434,72.99561,93.15278,1334.60351,62.31314,393.95647
97,2026-07-01T16:01:37,history,1.4386,73.51587,91.04211,1340.89123,60.53629,402.09776
98,2026-07-01T16:01:38,history,1.13736,71.82557,94.52592,1333.02049,64.04645,397.06763
99,2026-07-01T16:01:39,history,1.41088,72.99502,93.72944,1336.68314,62.64661,393.77077
100,2026-07-01T16:01:40,history,0.90403,67.38805,106.39728,1380.46416,66.02662,404.58429
101,2026-07-01T16:01:41,history,1.24001,72.35708,92.03204,1334.784,62.42696,396.92721
102,2026-07-01T16:01:42,history,1.52182,72.96056,90.64729,1338.0732,61.8685,398.85525
103,2026-07-01T16:01:43,history,1.52343,72.06135,93.21584,1320.93413,61.18907,396.29803
104,2026-07-01T16:01:44,history,1.44826,72.32401,92.50796,1328.79016,63.06262,394.09457
105,2026-07-01T16:01:45,history,1.11197,71.2897,97.32693,1348.27542,64.55612,398.98149
106,2026-07-01T16:01:46,history,0.93801,67.8696,102.52204,1371.302,65.31061,401.29609
107,2026-07-01T16:01:47,history,0.91735,70.81515,97.094,1351.43283,65.4896,395.52406
108,2026-07-01T16:01:48,history,1.19258,71.01611,96.63191,1332.96816,64.10511,397.47791
109,2026-07-01T16:01:49,history,1.32438,65.81014,104.8207,1394.26548,63.27282,410.64034
110,2026-07-01T16:01:50,history,1.198,66.21797,108.52569,1381.53582,62.48982,407.44423
111,2026-07-01T16:01:51,history,0.99082,71.81281,97.97926,1342.27477,66.01173,397.64783
112,2026-07-01T16:01:52,history,1.34671,64.35725,106.45468,1391.81044,61.12321,410.18302
113,2026-07-01T16:01:53,history,1.62849,63.77222,104.85626,1391.40972,59.35553,420.14269
114,2026-07-01T16:01:54,history,0.86128,68.18804,104.84171,1373.97776,65.30542,402.19596
115,2026-07-01T16:01:55,history,1.54023,64.21794,104.18311,1400.09618,63.10678,410.22158
116,2026-07-01T16:01:56,history,0.80397,70.22907,100.34578,1354.43546,65.24563,400.09531
117,2026-07-01T16:01:57,history,0.98377,66.78125,101.64343,1376.50018,64.84824,403.11006
118,2026-07-01T16:01:58,history,1.01401,65.57465,104.40838,1377.23719,63.66449,407.58698
119,2026-07-01T16:01:59,history,0.89209,69.72422,98.44347,1356.79772,65.24081,394.51528
120,2026-07-01T16:02:00,history,1.41432,65.95298,104.61995,1387.4706,63.72288,410.40829
121,2026-07-01T16:02:01,history,0.8834,68.47757,101.89678,1365.77768,64.14398,400.67671
122,2026-07-01T16:02:02,history,0.96131,70.24798,97.55356,1344.20808,64.53748,395.54211
123,2026-07-01T16:02:03,history,1.20804,65.53445,104.2333,1376.11701,63.66225,410.07172
124,2026-07-01T16:02:04,history,1.5936,62.8945,105.21184,1405.66592,61.05288,421.59369
125,2026-07-01T16:02:05,history,1.21278,71.46186,96.96153,1330.87158,64.22025,394.50192
126,2026-07-01T16:02:06,history,1.32138,61.07043,103.96029,1392.29534,58.70411,420.80787
127,2026-07-01T16:02:07,history,1.20777,61.40069,96.34276,1393.41056,60.22569,423.29342
128,2026-07-01T16:02:08,history,1.04997,67.39916,104.60191,1373.50845,63.87992,406.46139
129,2026-07-01T16:02:09,history,1.33722,71.23811,93.36355,1335.31645,63.95987,395.40991
130,2026-07-01T16:02:10,history,1.64796,64.01465,103.07828,1388.30618,59.16339,419.37151
131,2026-07-01T16:02:11,history,0.96402,68.67417,99.86496,1351.76972,65.17133,399.93624
132,2026-07-01T16:02:12,history,0.91254,69.70042,98.32382,1354.71448,65.56593,398.84203
133,2026-07-01T16:02:13,history,1.12234,71.27446,96.78581,1341.1351,64.12478,397.68337
134,2026-07-01T16:02:14,history,1.55402,62.91381,102.58819,1398.92045,61.11259,421.89254
135,2026-07-01T16:02:15,history,1.42238,65.63828,105.28835,1399.4522,62.33798,414.04242
136,2026-07-01T16:02:16,history,0.97502,66.6183,103.4824,1377.91686,64.2914,407.91394
137,2026-07-01T16:02:17,history,1.10851,67.21508,106.42805,1384.43411,63.57677,406.24437
138,2026-07-01T16:02:18,history,0.8725,69.29233,102.91056,1351.98846,65.08064,399.52003
139,2026-07-01T16:02:19,history,1.24066,65.77098,105.93171,1393.35868,63.61313,409.56654
140,2026-07-01T16:02:20,history,1.53767,61.82195,103.91195,1390.27619,59.05742,422.97756
141,2026-07-01T16:02:21,history,0.9953,71.33311,95.75544,1344.79777,65.46789,396.25375
142,2026-07-01T16:02:22,history,0.79373,69.51371,105.2289,1372.3808,65.06247,398.37874
143,2026-07-01T16:02:23,history,1.07094,61.54607,92.4444,1373.49255,60.82574,420.12211
144,2026-07-01T16:02:24,history,1.02352,67.07276,103.0466,1380.57837,65.08763,405.58332
145,2026-07-01T16:02:25,history,1.2663,65.73066,103.54263,1396.08721,63.36032,407.89822
146,2026-07-01T16:02:26,history,1.35255,64.6219,105.85727,1387.89548,63.13339,412.53505
147,2026-07-01T16:02:27,history,0.8947,67.44995,97.01518,1347.79753,67.11865,396.81321
148,2026-07-01T16:02:28,history,0.83367,68.93469,102.07287,1359.8729,65.46834,398.43348
149,2026-07-01T16:02:29,history,1.61091,63.72646,105.08867,1400.85397,60.10834,421.76558
150,2026-07-01T16:02:30,history,0.88083,61.58421,90.38295,1349.82309,63.4206,413.58602
151,2026-07-01T16:02:31,history,1.48739,64.40687,107.61447,1399.7181,63.95522,411.32378
152,2026-07-01T16:02:32,history,0.84767,61.47548,92.79785,1357.40358,62.66684,422.13392
153,2026-07-01T16:02:33,history,0.94399,67.37028,102.26554,1361.01256,65.77511,401.02261
154,2026-07-01T16:02:34,history,1.5024,64.17138,101.47964,1402.13676,59.7939,413.96454
155,2026-07-01T16:02:35,history,0.95623,67.64301,101.67324,1373.923,64.69779,405.69706
156,2026-07-01T16:02:36,history,1.04136,66.91439,102.59353,1363.66754,64.71245,398.91458
157,2026-07-01T16:02:37,history,1.24582,62.7729,92.51492,1322.68988,65.24641,408.58279
158,2026-07-01T16:02:38,history,1.23753,61.44008,98.34659,1377.90736,60.39608,424.48586
159,2026-07-01T16:02:39,history,0.99548,61.79725,88.86534,1331.5855,63.94692,417.27384
160,2026-07-01T16:02:40,history,0.93477,61.61857,93.20921,1375.28456,61.87076,421.7413
161,2026-07-01T16:02:41,history,1.07342,67.29562,103.30693,1378.25538,64.63684,403.92252
162,2026-07-01T16:02:42,history,0.85217,61.36445,92.79777,1361.0038,61.01373,420.15887
163,2026-07-01T16:02:43,history,1.22273,61.46166,89.56992,1327.05515,63.66478,409.26679
164,2026-07-01T16:02:44,history,1.15877,61.94933,97.14948,1375.84764,58.76577,424.03314
165,2026-07-01T16:02:45,history,1.21969,60.89865,96.72357,1384.72089,59.74115,424.31537
166,2026-07-01T16:02:46,history,1.02639,62.03755,98.16037,1371.78065,60.50441,422.47279
167,2026-07-01T16:02:47,history,1.1384,66.66561,105.29883,1387.71719,64.13957,409.56173
168,2026-07-01T16:02:48,history,1.53725,63.75752,106.66393,1394.05072,60.05411,417.14584
169,2026-07-01T16:02:49,history,0.9856,60.15264,94.98686,1375.32929,61.75319,424.0702
170,2026-07-01T16:02:50,history,1.42502,62.93205,99.12868,1389.07262,59.59129,424.39643
171,2026-07-01T16:02:51,history,1.1331,67.22715,104.36285,1377.43498,63.64122,408.28194
172,2026-07-01T16:02:52,history,0.95148,62.55668,92.34896,1372.80735,60.30248,422.02757
173,2026-07-01T16:02:53,history,1.18276,61.93894,93.18777,1375.0907,59.12607,426.48869
174,2026-07-01T16:02:54,history,1.06253,61.45598,91.41172,1348.73449,62.86528,417.0329
175,2026-07-01T16:02:55,history,1.55962,64.34297,104.40299,1401.09854,60.58729,416.34439
176,2026-07-01T16:02:56,history,1.49356,63.79849,107.205,1401.09458,61.00183,416.95712
177,2026-07-01T16:02:57,history,1.35977,62.79316,96.9012,1393.65305,59.40602,422.54828
178,2026-07-01T16:02:58,history,1.1993,66.71734,101.11901,1351.06448,61.73299,393.97
179,2026-07-01T16:02:59,history,0.89157,60.99607,89.36796,1356.82872,62.23443,422.78008
180,2026-07-01T16:03:00,history,,63.47958,,1398.74507,60.62082,417.85859
181,2026-07-01T16:03:01,history,1.1274,61.76399,94.7909,1388.37728,60.08402,426.57531
182,2026-07-01T16:03:02,history,1.18231,67.11814,101.49445,1352.21598,60.86059,396.52029
183,2026-07-01T16:03:03,history,,60.90715,,1368.31876,59.98372,420.48797
184,2026-07-01T16:03:04,history,0.86922,61.84795,94.12912,1367.20613,62.78416,420.23263
185,2026-07-01T16:03:05,history,1.5117,63.53428,103.2259,1397.29932,60.79741,414.19176
186,2026-07-01T16:03:06,history,,64.27073,,1334.06987,65.88382,402.53846
187,2026-07-01T16:03:07,history,1.07251,61.46281,89.10151,1333.16221,64.83911,413.74543
188,2026-07-01T16:03:08,history,1.59589,63.85607,103.04588,1400.25524,60.3259,419.20891
189,2026-07-01T16:03:09,history,,62.90977,,1393.45069,58.56682,419.45917
190,2026-07-01T16:03:10,history,0.99437,60.75622,95.01198,1363.47269,59.36604,423.70131
191,2026-07-01T16:03:11,history,1.22973,66.60534,99.03486,1349.98187,62.51417,396.30801
192,2026-07-01T16:03:12,history,,69.48718,,1379.68494,59.50108,399.00912
193,2026-07-01T16:03:13,history,1.29106,63.38351,91.90377,1331.90736,65.52424,409.83268
194,2026-07-01T16:03:14,history,1.35428,61.16818,97.69418,1392.17084,59.65833,423.81865
195,2026-07-01T16:03:15,history,,66.45601,,1327.7516,62.21918,399.08247
196,2026-07-01T16:03:16,history,0.89481,71.90746,104.06271,1389.29485,60.43547,404.59483
197,2026-07-01T16:03:17,history,0.9632,60.50014,96.24836,1363.2189,60.77384,418.64711
198,2026-07-01T16:03:18,history,,65.63141,,1345.36768,64.42351,394.18305
199,2026-07-01T16:03:19,history,0.84466,61.27335,91.20588,1346.11228,61.98665,421.58215
200,2026-07-01T16:03:20,history,1.45659,62.1618,98.68059,1395.00637,59.5516,421.06174
201,2026-07-01T16:03:21,history,,61.80134,,1369.85588,60.30585,422.19771
202,2026-07-01T16:03:22,history,1.07031,72.02708,107.10826,1394.96158,58.44011,406.97356
203,2026-07-01T16:03:23,history,1.53269,62.95667,101.2625,1397.83888,59.8471,423.78056
204,2026-07-01T16:03:24,history,,63.01619,,1331.5023,65.55643,401.90459
205,2026-07-01T16:03:25,history,0.93144,61.07092,93.88548,1361.17859,60.76474,422.97799
206,2026-07-01T16:03:26,history,0.88435,61.42533,87.63495,1362.12358,61.60177,419.05311
207,2026-07-01T16:03:27,history,1.07243,60.66865,90.39514,1349.05376,63.96518,413.13463
208,2026-07-01T16:03:28,history,1.35161,66.71868,96.99286,1347.55225,64.57277,396.23562
209,2026-07-01T16:03:29,history,1.15761,68.02824,101.59604,1348.19145,60.08527,401.36282
210,2026-07-01T16:03:30,history,0.93123,70.74418,107.02498,1383.94041,58.97731,405.44686
211,2026-07-01T16:03:31,history,1.22488,66.92814,104.02099,1361.83949,61.53716,394.76657
212,2026-07-01T16:03:32,history,1.35677,60.21081,99.00376,1392.05285,59.22964,424.48116
213,2026-07-01T16:03:33,history,1.06732,61.68713,94.85506,1378.36483,59.61797,423.82722
214,2026-07-01T16:03:34,history,1.45367,63.36286,90.42555,1334.58721,65.16691,407.00911
215,2026-07-01T16:03:35,history,0.94407,70.53909,103.96748,1391.97831,58.78276,406.24558
216,2026-07-01T16:03:36,history,1.25762,66.61381,99.3301,1347.04576,63.94017,399.27813
217,2026-07-01T16:03:37,history,1.01427,62.19049,88.8589,1342.50965,62.02955,416.21377
218,2026-07-01T16:03:38,history,0.92899,70.13726,104.95801,1393.26443,58.79484,404.30943
219,2026-07-01T16:03:39,history,1.38208,62.56573,88.69881,1318.26125,64.37499,410.57589
220,2026-07-01T16:03:40,history,0.9323,70.59553,107.73613,1392.72363,58.90706,401.82579
221,2026-07-01T16:03:41,history,0.90505,62.09473,88.92273,1351.32674,62.26543,417.64529
222,2026-07-01T16:03:42,history,1.00256,71.35705,103.37162,1401.64616,59.66595,402.31217
223,2026-07-01T16:03:43,history,1.57917,65.23923,91.13443,1328.00453,67.36057,402.65546
224,2026-07-01T16:03:44,history,0.99094,71.24397,103.40531,1386.00437,60.15348,403.2492
225,2026-07-01T16:03:45,history,1.0097,60.96123,97.10226,1387.34725,60.86203,424.77115
226,2026-07-01T16:03:46,history,1.15197,72.73904,102.03166,1399.8799,59.01294,403.8303
227,2026-07-01T16:03:47,history,1.05405,67.91209,100.15645,1368.61764,60.81333,396.51035
228,2026-07-01T16:03:48,history,1.02063,61.22482,96.96571,1379.45059,59.58686,422.16798
229,2026-07-01T16:03:49,history,1.06273,61.74618,91.33362,1375.49104,59.43073,420.54439
230,2026-07-01T16:03:50,history,1.34045,66.49467,98.00247,1340.98127,62.21436,400.25014
231,2026-07-01T16:03:51,history,1.07413,71.18898,103.26006,1404.06409,59.26492,402.51655
232,2026-07-01T16:03:52,history,0.82081,61.37634,89.63523,1357.20548,62.82298,419.14178
233,2026-07-01T16:03:53,history,1.5863,65.57342,94.78462,1335.42934,63.69351,400.96247
234,2026-07-01T16:03:54,history,1.40299,62.95642,89.05134,1338.23661,66.18397,409.29142
235,2026-07-01T16:03:55,history,1.62357,63.45667,92.64203,1337.23096,66.92059,403.92418
236,2026-07-01T16:03:56,history,0.85832,71.10767,102.30863,1374.12298,58.19494,402.32709
237,2026-07-01T16:03:57,history,0.8545,71.85147,103.84207,1387.11983,58.06424,405.72088
238,2026-07-01T16:03:58,history,0.86946,61.63109,90.73392,1359.30158,62.53134,417.74449
239,2026-07-01T16:03:59,history,0.8361,70.00984,101.86194,1383.5314,58.43232,402.78123
240,2026-07-01T16:04:00,history,1.36765,74.23049,105.05058,1397.03725,62.00605,410.31973
241,2026-07-01T16:04:01,history,1.49372,63.71331,92.64656,1336.74558,64.3183,397.47885
242,2026-07-01T16:04:02,history,1.04679,72.09533,101.94459,1399.79362,58.18889,405.06986
243,2026-07-01T16:04:03,history,1.13051,68.11253,99.86575,1351.78845,59.94184,396.58396
244,2026-07-01T16:04:04,history,1.50053,65.7203,99.56544,1340.61818,62.6647,396.76306
245,2026-07-01T16:04:05,history,1.53808,76.32107,94.7165,1374.22158,65.97199,419.08705
246,2026-07-01T16:04:06,history,1.6433,64.85997,91.18219,1333.70335,65.64107,399.20839
247,2026-07-01T16:04:07,history,1.36988,76.52296,95.75875,1372.51196,65.9265,420.73084
248,2026-07-01T16:04:08,history,0.94103,70.50581,103.25679,1375.48782,58.583,402.84804
249,2026-07-01T16:04:09,history,1.55139,63.69111,90.44314,1330.8714,64.70123,405.37165
250,2026-07-01T16:04:10,history,0.95243,74.7416,88.22598,1335.70703,63.62432,423.47592
251,2026-07-01T16:04:11,history,0.95705,74.14114,88.67779,1329.04825,63.6836,417.28761
252,2026-07-01T16:04:12,history,1.21806,74.48219,92.95854,1362.56125,64.91038,426.36077
253,2026-07-01T16:04:13,history,1.19324,60.48597,88.62732,1331.38127,64.50266,411.98778
254,2026-07-01T16:04:14,history,1.3159,73.01684,94.38013,1326.12308,60.05863,405.89832
255,2026-07-01T16:04:15,history,1.55616,75.05137,105.37277,1395.942,62.60894,413.40039
256,2026-07-01T16:04:16,history,0.99457,70.42922,105.60453,1396.26881,59.01478,404.50619
257,2026-07-01T16:04:17,history,1.02298,63.39387,92.58272,1347.78257,63.05338,412.71699
258,2026-07-01T16:04:18,history,1.56918,75.19448,96.10554,1383.60544,65.09662,418.89353
259,2026-07-01T16:04:19,history,1.54752,65.15029,96.31135,1338.68217,64.03328,394.07065
260,2026-07-01T16:04:20,history,1.29507,61.83966,88.80378,1342.14754,63.72234,408.02801
261,2026-07-01T16:04:21,history,1.13149,62.83063,90.94456,1343.49761,65.04702,408.7158
262,2026-07-01T16:04:22,history,1.50681,65.4315,95.3435,1340.79708,63.67904,398.8787
263,2026-07-01T16:04:23,history,1.60514,73.3629,101.7826,1398.01558,60.7948,417.87506
264,2026-07-01T16:04:24,history,1.64838,74.71816,100.27674,1394.98839,62.36847,418.07333
265,2026-07-01T16:04:25,history,1.4078,62.99425,88.64258,1323.4659,64.72909,405.27824
266,2026-07-01T16:04:26,history,1.4797,66.47325,93.72374,1337.06196,63.14525,396.06746
267,2026-07-01T16:04:27,history,1.49063,63.56217,88.22712,1329.2752,65.50298,404.52078
268,2026-07-01T16:04:28,history,1.22006,76.02743,89.28028,1351.27641,64.27749,427.10053
269,2026-07-01T16:04:29,history,1.3904,75.4373,101.16052,1391.65947,60.4978,410.07703
270,2026-07-01T16:04:30,history,1.26093,74.29522,91.7352,1364.40701,64.38207,423.08241
271,2026-07-01T16:04:31,history,0.82586,70.93005,103.15334,1385.64067,59.35026,396.95905
272,2026-07-01T16:04:32,history,1.09127,67.39957,103.85714,1363.40219,60.89165,393.32091
273,2026-07-01T16:04:33,history,1.59157,74.49812,96.10775,1398.20458,62.47223,414.11988
274,2026-07-01T16:04:34,history,1.59937,62.9324,91.88427,1329.24556,64.72547,401.25372
275,2026-07-01T16:04:35,history,0.99101,73.92761,93.02406,1334.80839,62.50094,414.9633
276,2026-07-01T16:04:36,history,1.54259,62.60228,92.49249,1320.64204,65.76537,401.28901
277,2026-07-01T16:04:37,history,0.89088,70.97145,107.10971,1388.44249,60.30882,400.59523
278,2026-07-01T16:04:38,history,1.35696,74.35404,95.28443,1372.35451,64.40654,426.72747
279,2026-07-01T16:04:39,history,1.56838,66.20759,101.54141,1339.37597,62.16441,396.89057
280,2026-07-01T16:04:40,history,1.39992,74.52519,99.98979,1394.9896,61.1527,414.0825
281,2026-07-01T16:04:41,history,1.41771,73.40663,107.62002,1396.9147,62.74277,416.8912
282,2026-07-01T16:04:42,history,0.9616,68.19172,104.43216,1378.65714,58.64987,397.91781
283,2026-07-01T16:04:43,history,1.05866,74.65882,87.40513,1331.33055,62.83619,419.6075
284,2026-07-01T16:04:44,history,0.96309,68.56243,103.2173,1378.19806,58.24334,396.51996
285,2026-07-01T16:04:45,history,1.59203,70.98266,98.74873,1347.22174,59.47201,398.23829
286,2026-07-01T16:04:46,history,1.07213,73.29751,90.18072,1328.17966,60.91541,416.91236
287,2026-07-01T16:04:47,history,1.02813,74.5432,90.3224,1343.23544,64.49482,422.70763
288,2026-07-01T16:04:48,history,1.15199,72.26967,105.82557,1405.8336,59.83667,407.90988
289,2026-07-01T16:04:49,history,1.36614,66.78762,101.75515,1357.12292,61.11331,393.28662
290,2026-07-01T16:04:50,history,1.3373,65.92264,99.15593,1353.12038,62.92342,396.14643
