step,timestamp,split,vibration_rms,temperature_c,current_a,speed_rpm,acoustic_db,pressure_kpa
24,2026-07-01T12:08:56,future,1.34482,42.29571,135.72387,1303.29831,60.42831,397.20225
25,2026-07-01T12:08:57,future,1.60051,43.92906,121.14749,1249.64307,63.31423,420.81822
26,2026-07-01T12:08:58,future,1.49125,41.85137,118.85688,1264.7936,59.80964,420.73276
27,2026-07-01T12:08:59,future,0.97008,51.68361,131.11861,1249.14945,66.79183,415.65858
28,2026-07-01T12:09:00,future,1.66853,55.77764,123.1287,1277.31787,58.72394,416.72837
29,2026-07-01T12:09:01,future,1.12685,46.48214,128.15699,1249.90358,61.17666,412.7598
30,2026-07-01T12:09:02,future,0.87417,48.7668,134.84269,1270.28376,59.75121,421.77836
31,2026-07-01T12:09:03,future,1.31608,55.22771,131.08987,1285.35705,59.95861,405.59561
32,2026-07-01T12:09:04,future,1.58288,54.20336,125.93556,1246.7996,62.87173,421.19969
33,2026-07-01T12:09:05,future,1.00885,52.57543,132.94995,1256.57591,65.98724,417.24082
34,2026-07-01T12:09:06,future,1.62747,42.43541,127.09938,1289.57124,61.26127,422.67212
35,2026-07-01T12:09:07,future,1.70058,41.45645,129.16023,1271.85988,62.04213,420.94581
36,2026-07-01T12:09:08,future,1.06402,56.18153,132.13067,1315.09832,60.02915,401.61848
37,2026-07-01T12:09:09,future,1.48447,54.84124,118.63637,1246.03227,64.76354,421.32551
38,2026-07-01T12:09:10,future,0.96529,43.14237,126.85641,1290.25896,62.33523,398.18686
39,2026-07-01T12:09:11,future,1.722,42.57716,125.48051,1277.10781,61.43903,422.1104
40,2026-07-01T12:09:12,future,1.40142,48.38055,136.43996,1278.33987,63.19629,405.46269
41,2026-07-01T12:09:13,future,1.44513,51.75089,139.06705,1294.80689,64.86154,395.16934
42,2026-07-01T12:09:14,future,1.59615,44.59498,137.57549,1309.24108,60.24849,396.65928
43,2026-07-01T12:09:15,future,1.09392,48.0525,132.02609,1249.87297,58.69592,419.35417
44,2026-07-01T12:09:16,future,1.1078,50.52146,140.08164,1296.13232,60.27816,414.76221
45,2026-07-01T12:09:17,future,1.14716,52.18558,124.79106,1238.45485,66.72959,422.16301
46,2026-07-01T12:09:18,future,1.51667,44.69349,127.18327,1235.47527,61.15528,426.1306
47,2026-07-01T12:09:19,future,1.59403,50.85111,141.03295,1297.75047,64.60302,392.916
48,2026-07-01T12:09:20,future,1.57542,41.5116,123.952,1262.31527,60.70202,424.43257
49,2026-07-01T12:09:21,future,0.98992,41.75301,126.72213,1287.4976,62.90198,399.55679
50,2026-07-01T12:09:22,future,1.53248,43.92149,122.0868,1249.00474,61.99135,421.14372
51,2026-07-01T12:09:23,future,1.39478,46.88848,135.0647,1254.28003,63.83704,405.18367
52,2026-07-01T12:09:24,future,1.01337,49.77651,138.22913,1282.32431,60.6399,416.11108
53,2026-07-01T12:09:25,future,1.13115,43.76316,119.61083,1239.63333,60.0312,422.00048
54,2026-07-01T12:09:26,future,0.91549,45.41135,124.36634,1235.32264,60.69256,414.12036
55,2026-07-01T12:09:27,future,1.25013,52.22408,136.07826,1304.55608,63.21305,397.34432
56,2026-07-01T12:09:28,future,1.54455,55.53946,121.87041,1247.32946,62.91062,426.21185
57,2026-07-01T12:09:29,future,1.01478,54.4338,133.2262,1302.72708,59.65705,401.8375
58,2026-07-01T12:09:30,future,1.58673,44.85974,140.38632,1313.06864,58.61441,398.38561
59,2026-07-01T12:09:31,future,1.16771,44.80959,128.55615,1241.15462,59.91604,424.17125
60,2026-07-01T12:09:32,future,1.60247,47.63428,138.63354,1298.60885,59.75457,401.91961
61,2026-07-01T12:09:33,future,1.37549,48.28328,134.37209,1280.31873,61.0046,409.6865
62,2026-07-01T12:09:34,future,0.99592,43.44317,126.32074,1248.72262,61.44521,420.90695
63,2026-07-01T12:09:35,future,1.64135,50.34701,137.04976,1295.10345,65.92345,396.84223
64,2026-07-01T12:09:36,future,1.07511,52.00508,125.65399,1243.36024,65.61245,418.52421
65,2026-07-01T12:09:37,future,1.32994,46.7502,129.44349,1252.8021,62.24111,412.26639
66,2026-07-01T12:09:38,future,1.20117,45.55313,126.8684,1252.64637,62.41694,411.38595
67,2026-07-01T12:09:39,future,0.98787,50.90096,130.07836,1255.93284,65.5717,415.28943
68,2026-07-01T12:09:40,future,1.23881,42.25148,125.95697,1282.65477,65.57131,403.60175
69,2026-07-01T12:09:41,future,1.47242,44.37232,123.17156,1238.02352,62.40733,419.92273
70,2026-07-01T12:09:42,future,1.69807,50.52691,138.60318,1284.49464,65.75556,400.6062
71,2026-07-01T12:09:43,future,1.07365,51.30779,132.68041,1265.38827,64.46105,416.59013
72,2026-07-01T12:09:44,future,1.23977,53.2265,137.67135,1321.03719,63.37201,393.00923
73,2026-07-01T12:09:45,future,1.02031,48.49017,129.45425,1262.2835,59.16297,416.0127
74,2026-07-01T12:09:46,future,1.34379,53.5815,138.75714,1307.32395,63.04016,394.62929
75,2026-07-01T12:09:47,future,0.94158,55.14861,133.60353,1303.34075,60.92577,399.77711
76,2026-07-01T12:09:48,future,1.03153,46.67682,129.18103,1243.48327,60.95584,413.01263
77,2026-07-01T12:09:49,future,1.03932,55.20426,125.24261,1277.24926,63.82537,395.53993
78,2026-07-01T12:09:50,future,1.81372,46.52423,140.56515,1292.58795,60.15635,399.18658
79,2026-07-01T12:09:51,future,1.6498,49.3069,133.84554,1274.38564,65.70341,399.09654
80,2026-07-01T12:09:52,future,1.5452,44.10059,134.51357,1315.44978,60.31782,395.50748
81,2026-07-01T12:09:53,future,1.68436,46.4213,142.65286,1295.37376,60.65992,397.32278
82,2026-07-01T12:09:54,future,0.95356,50.92389,131.37002,1253.89133,65.56456,416.70531
83,2026-07-01T12:09:55,future,1.72105,49.52361,137.18484,1280.03881,65.81013,398.32669
84,2026-07-01T12:09:56,future,0.92936,51.69116,128.72553,1250.57232,64.56892,416.77652
85,2026-07-01T12:09:57,future,0.98671,54.53913,131.47115,1294.88058,58.8956,404.92295
86,2026-07-01T12:09:58,future,1.26454,53.28257,140.48574,1301.84471,63.53181,395.9009
87,2026-07-01T12:09:59,future,1.61012,44.80498,127.32828,1238.29514,62.16644,420.6981
88,2026-07-01T12:10:00,future,1.01074,49.77064,134.54589,1276.13551,59.5806,416.87612
89,2026-07-01T12:10:01,future,1.16499,44.95115,130.87992,1250.84229,58.74044,423.17012
90,2026-07-01T12:10:02,future,1.22578,45.99544,129.9828,1244.86211,61.96783,412.92481
91,2026-07-01T12:10:03,future,1.34143,53.46634,137.97579,1304.96281,63.82294,396.12289
92,2026-07-01T12:10:04,future,1.73236,55.41845,138.12737,1314.7788,65.72818,397.32004
93,2026-07-01T12:10:05,future,1.14812,55.6882,131.57284,1291.09088,61.61868,406.52131
94,2026-07-01T12:10:06,future,1.16054,46.722,128.68189,1252.88274,60.88809,426.96255
95,2026-07-01T12:10:07,future,0.9152,42.71041,129.11789,1300.26812,63.56884,392.02276
