step,timestamp,split,vibration_rms,temperature_c,current_a,speed_rpm,acoustic_db,pressure_kpa
61,2026-07-01T12:01:01,history,1.39379,54.95608,123.38804,1264.9417,58.37288,408.86929
62,2026-07-01T12:01:02,history,0.85767,54.9669,125.99922,1296.86005,59.98021,415.62383
63,2026-07-01T12:01:03,history,0.87438,56.08664,130.2995,1267.83187,61.03262,417.53574
64,2026-07-01T12:01:04,history,1.24066,54.31523,123.6467,1266.99642,57.93845,406.59266
65,2026-07-01T12:01:05,history,1.46073,54.39711,121.45782,1249.26691,58.46582,407.72635
66,2026-07-01T12:01:06,history,1.21233,55.64984,123.19864,1268.02598,58.08135,409.46953
67,2026-07-01T12:01:07,history,0.82931,56.39563,122.21769,1286.94555,59.99049,416.9818
68,2026-07-01T12:01:08,history,1.10664,53.78449,123.25346,1275.39854,59.7724,415.40382
69,2026-07-01T12:01:09,history,1.46004,54.73189,122.04455,1260.04689,60.33481,406.02572
70,2026-07-01T12:01:10,history,1.01202,54.35523,127.38669,1285.60952,58.13456,412.87418
71,2026-07-01T12:01:11,history,1.55771,53.1138,120.84146,1239.8977,59.55082,398.84796
72,2026-07-01T12:01:12,history,1.37897,54.44158,120.78748,1257.79135,58.66674,405.11847
73,2026-07-01T12:01:13,history,1.25407,54.43301,121.84913,1268.20296,59.29288,410.92601
74,2026-07-01T12:01:14,history,1.0462,54.28853,123.02692,1268.44922,60.04385,413.74095
75,2026-07-01T12:01:15,history,0.95007,55.35497,123.21321,1268.83179,58.74589,410.48158
76,2026-07-01T12:01:16,history,1.47952,54.42431,121.29995,1246.31566,58.9056,403.51422
77,2026-07-01T12:01:17,history,1.37765,54.26763,119.62996,1257.54876,58.60964,405.99497
78,2026-07-01T12:01:18,history,1.55296,54.00057,126.31363,1234.21366,59.27178,401.42717
79,2026-07-01T12:01:19,history,0.97277,54.76739,128.85856,1271.67201,59.10665,415.64584
80,2026-07-01T12:01:20,history,1.47372,54.76102,123.93063,1255.23213,59.19537,405.94924
81,2026-07-01T12:01:21,history,1.27973,54.78185,123.42423,1260.68842,60.66895,412.59662
82,2026-07-01T12:01:22,history,1.19508,50.25053,129.02394,1242.55421,62.83156,398.09711
83,2026-07-01T12:01:23,history,1.03101,54.14031,125.01619,1260.41653,59.93302,413.64605
84,2026-07-01T12:01:24,history,1.33728,51.85562,128.8641,1246.08201,63.18962,394.47475
85,2026-07-01T12:01:25,history,1.49311,53.68427,123.91845,1246.41063,60.55174,400.31821
86,2026-07-01T12:01:26,history,1.23868,53.10125,124.33639,1243.60685,62.48471,399.76774
87,2026-07-01T12:01:27,history,1.34714,51.26691,126.33495,1238.23366,62.69525,395.90405
88,2026-07-01T12:01:28,history,1.43952,54.6796,119.29194,1247.00457,60.74322,401.4165
89,2026-07-01T12:01:29,history,0.87327,51.22718,127.324,1258.61294,64.77595,398.56122
90,2026-07-01T12:01:30,history,0.99258,50.87787,128.81537,1259.69944,63.53961,396.86468
91,2026-07-01T12:01:31,history,1.20861,51.67752,129.84737,1251.41757,64.23638,396.78271
92,2026-07-01T12:01:32,history,1.55572,53.6253,121.13928,1256.1764,59.81567,400.90609
93,2026-07-01T12:01:33,history,1.55656,54.64957,118.93121,1240.55366,59.60728,405.40534
94,2026-07-01T12:01:34,history,0.89729,48.96723,129.76626,1261.78502,65.07329,395.47233
95,2026-07-01T12:01:35,history,1.44085,52.83139,124.55956,1248.89146,61.21241,396.60151
96,2026-07-01T12:01:36,history,1.60484,54.58904,121.30617,1250.97813,59.49147,401.4065
97,2026-07-01T12:01:37,history,0.86587,48.34121,134.41851,1271.61793,65.64117,402.58213
98,2026-07-01T12:01:38,history,0.88843,47.71702,136.89176,1284.9796,66.23282,402.96984
99,2026-07-01T12:01:39,history,1.38184,52.29931,126.39827,1240.2212,62.00892,397.87019
100,2026-07-01T12:01:40,history,0.9727,47.26565,136.466,1277.93023,64.44033,402.42529
101,2026-07-01T12:01:41,history,0.93499,47.69343,132.71952,1264.36135,65.78868,399.17789
102,2026-07-01T12:01:42,history,1.42551,52.27574,124.16028,1234.92248,62.39915,396.65132
103,2026-07-01T12:01:43,history,1.33517,51.5282,126.05109,1242.68971,63.62537,395.13572
104,2026-07-01T12:01:44,history,1.25107,45.37,141.25686,1300.96533,62.24688,409.95191
105,2026-07-01T12:01:45,history,1.36259,53.07731,124.40291,1239.48765,63.56807,397.15155
106,2026-07-01T12:01:46,history,1.0396,50.44917,126.15763,1255.63289,64.24108,396.25806
107,2026-07-01T12:01:47,history,1.5764,52.80969,122.77089,1236.15199,60.62339,402.74661
108,2026-07-01T12:01:48,history,1.44984,52.02283,125.39971,1242.77354,60.71251,397.04792
109,2026-07-01T12:01:49,history,1.3943,52.6407,126.40039,1239.47701,62.36443,394.08587
110,2026-07-01T12:01:50,history,1.11189,50.12185,129.41789,1244.77929,62.71456,390.26786
111,2026-07-01T12:01:51,history,1.43299,51.85677,128.15979,1238.70793,61.22399,394.89105
112,2026-07-01T12:01:52,history,0.93859,47.96841,132.01646,1277.56325,64.08906,406.78491
113,2026-07-01T12:01:53,history,1.12458,51.18682,126.15099,1251.6614,64.71375,397.55231
114,2026-07-01T12:01:54,history,1.49226,52.27974,122.42443,1247.1045,61.84297,400.04179
115,2026-07-01T12:01:55,history,1.08893,51.27165,127.02995,1254.49627,64.34819,394.98318
116,2026-07-01T12:01:56,history,0.897,50.5866,131.95702,1259.72039,64.09228,393.05956
117,2026-07-01T12:01:57,history,0.85855,49.0253,135.85472,1275.99931,65.80531,399.25601
118,2026-07-01T12:01:58,history,1.23837,50.19567,127.66488,1256.06503,63.78939,395.11248
119,2026-07-01T12:01:59,history,1.5648,44.16917,135.06334,1302.81972,60.66705,420.81167
120,2026-07-01T12:02:00,history,0.91924,51.4589,129.98316,1264.20321,63.05174,398.86754
121,2026-07-01T12:02:01,history,1.54869,43.89464,135.95215,1311.59275,60.83706,417.16542
122,2026-07-01T12:02:02,history,1.1533,52.34795,126.18558,1239.83042,64.2908,395.62627
123,2026-07-01T12:02:03,history,1.44651,43.30738,136.93596,1312.80253,60.948,411.53191
124,2026-07-01T12:02:04,history,1.42333,45.59718,140.14723,1303.81643,62.68971,411.76156
125,2026-07-01T12:02:05,history,0.9318,50.58229,131.36545,1269.31841,62.93686,399.9259
126,2026-07-01T12:02:06,history,1.24231,41.90555,130.98918,1302.24956,59.76379,428.05999
127,2026-07-01T12:02:07,history,1.24731,52.12518,127.55689,1244.70878,63.37754,398.40428
128,2026-07-01T12:02:08,history,1.5296,42.25325,133.70969,1307.87619,58.497,418.89134
129,2026-07-01T12:02:09,history,1.39391,44.96775,135.50368,1293.79491,62.59177,415.97634
130,2026-07-01T12:02:10,history,1.45785,41.60615,129.48235,1298.73405,59.72121,420.40764
131,2026-07-01T12:02:11,history,1.21791,46.63298,135.15114,1294.92283,62.96803,411.90724
132,2026-07-01T12:02:12,history,1.5317,44.48319,140.06164,1307.85511,61.86048,417.14021
133,2026-07-01T12:02:13,history,1.50644,44.99762,136.24754,1313.64261,60.49045,414.23574
134,2026-07-01T12:02:14,history,1.09047,52.88292,130.83552,1251.23358,65.01897,395.52536
135,2026-07-01T12:02:15,history,1.65331,43.15897,137.86903,1310.67653,59.66206,422.30527
136,2026-07-01T12:02:16,history,0.93232,42.63552,121.62027,1272.76008,61.8664,421.06396
137,2026-07-01T12:02:17,history,0.81468,40.08188,124.98392,1265.55287,60.25287,420.09208
138,2026-07-01T12:02:18,history,0.88479,40.3766,127.20035,1281.5999,61.3528,422.0208
139,2026-07-01T12:02:19,history,1.43777,42.57817,134.43555,1311.52064,58.39438,422.95451
140,2026-07-01T12:02:20,history,0.92648,49.72365,129.90431,1266.95201,65.6486,397.16012
141,2026-07-01T12:02:21,history,0.88228,47.8934,137.65456,1276.87308,66.04802,404.82702
142,2026-07-01T12:02:22,history,0.96501,41.83374,126.35591,1299.36734,59.6559,422.36642
143,2026-07-01T12:02:23,history,1.44469,45.14748,135.86713,1304.25742,62.3485,412.09285
144,2026-07-01T12:02:24,history,1.04729,45.61848,137.88052,1293.27727,63.82822,405.39183
145,2026-07-01T12:02:25,history,0.94314,48.86268,139.25131,1280.12908,64.23242,404.54452
146,2026-07-01T12:02:26,history,1.00445,47.63167,134.27814,1281.91209,64.49064,403.9197
147,2026-07-01T12:02:27,history,1.33542,45.19551,136.1318,1309.27183,61.59592,410.92521
148,2026-07-01T12:02:28,history,1.59016,42.65692,137.90619,1317.90112,58.88439,420.72302
149,2026-07-01T12:02:29,history,1.11091,41.64235,122.8792,1290.83005,59.37257,423.93051
150,2026-07-01T12:02:30,history,1.44328,42.25114,126.88647,1303.9047,59.34034,425.72135
151,2026-07-01T12:02:31,history,1.07938,42.52316,128.70001,1290.35969,60.58639,425.09887
152,2026-07-01T12:02:32,history,1.44081,45.51752,136.94799,1307.77207,61.26624,413.65845
153,2026-07-01T12:02:33,history,1.0009,47.50937,134.9669,1266.55039,65.53111,403.71191
154,2026-07-01T12:02:34,history,1.17601,45.88185,137.6107,1311.88807,63.9081,408.35653
155,2026-07-01T12:02:35,history,1.22639,45.78182,138.18594,1302.36598,63.63166,410.92586
156,2026-07-01T12:02:36,history,1.52111,42.72289,121.62345,1237.13963,64.33476,405.70503
157,2026-07-01T12:02:37,history,1.58838,44.34248,138.9243,1310.95912,60.80057,414.75692
158,2026-07-01T12:02:38,history,1.09013,47.29305,137.88951,1297.50965,64.52437,409.53632
159,2026-07-01T12:02:39,history,1.14464,45.52422,138.44287,1300.40173,62.20561,411.05614
160,2026-07-01T12:02:40,history,1.54841,42.71448,136.12653,1306.51535,58.83354,423.21053
161,2026-07-01T12:02:41,history,1.25421,42.30825,122.93892,1246.25582,65.05285,412.23971
162,2026-07-01T12:02:42,history,1.20297,46.5524,135.96578,1294.56465,64.24013,406.595
163,2026-07-01T12:02:43,history,1.42948,42.1812,143.07451,1307.72443,62.31625,417.24489
164,2026-07-01T12:02:44,history,1.20878,45.94762,136.62787,1298.00705,62.29416,411.14851
165,2026-07-01T12:02:45,history,1.52168,42.66209,129.64628,1300.18073,59.42314,420.347
166,2026-07-01T12:02:46,history,1.43195,45.21122,140.40902,1297.54196,62.5933,412.38859
167,2026-07-01T12:02:47,history,0.8393,41.47764,123.69322,1273.7728,61.57679,420.34715
168,2026-07-01T12:02:48,history,1.17431,41.54526,122.39598,1244.86642,63.79373,411.2506
169,2026-07-01T12:02:49,history,1.51978,43.80271,138.02718,1298.76194,60.93361,420.50792
170,2026-07-01T12:02:50,history,1.46298,42.40658,133.01899,1306.84048,58.24832,419.8151
171,2026-07-01T12:02:51,history,0.83813,42.21304,122.41307,1260.62759,62.22381,414.92341
172,2026-07-01T12:02:52,history,1.48786,44.37516,139.48807,1302.61287,60.76988,418.14477
173,2026-07-01T12:02:53,history,1.519,41.55161,131.00472,1311.40926,60.58167,419.09894
174,2026-07-01T12:02:54,history,1.66702,43.79867,125.94351,1245.87715,63.84883,401.46498
175,2026-07-01T12:02:55,history,1.4252,44.67834,137.87556,1304.35343,61.25778,414.05098
176,2026-07-01T12:02:56,history,1.59322,44.34586,127.64576,1248.29446,64.34221,396.66988
177,2026-07-01T12:02:57,history,1.37204,46.83174,132.19461,1266.20335,63.13851,399.07241
178,2026-07-01T12:02:58,history,1.49009,42.97901,123.50951,1246.83074,64.18409,403.45331
179,2026-07-01T12:02:59,history,0.90701,41.37261,129.56101,1278.72239,60.63519,425.89012
180,2026-07-01T12:03:00,history,0.88852,40.74769,121.40045,1265.38429,61.41671,421.30276
181,2026-07-01T12:03:01,history,1.27785,41.45272,131.31752,1290.90651,58.30125,423.20709
182,2026-07-01T12:03:02,history,1.59361,43.54983,139.36919,1308.88449,59.83633,419.49047
183,2026-07-01T12:03:03,history,1.50829,42.72437,135.18702,1306.80543,60.21181,420.46613
184,2026-07-01T12:03:04,history,1.53371,40.62378,131.93649,1303.94575,59.0382,424.14412
185,2026-07-01T12:03:05,history,1.11195,47.51773,136.74826,1266.91939,61.39838,394.7096
186,2026-07-01T12:03:06,history,1.25472,41.99522,131.31624,1305.50859,59.56103,423.39338
187,2026-07-01T12:03:07,history,1.5216,41.76757,134.58152,1303.43325,60.11253,422.97042
188,2026-07-01T12:03:08,history,1.64287,44.39015,127.5973,1247.84678,63.44754,396.30518
189,2026-07-01T12:03:09,history,1.18888,41.43014,127.29768,1298.27591,60.37092,422.69619
190,2026-07-01T12:03:10,history,1.22923,41.66146,128.72921,1294.99617,59.69464,425.08065
191,2026-07-01T12:03:11,history,1.63669,44.74653,136.36297,1302.16905,60.18912,414.09823
192,2026-07-01T12:03:12,history,1.31621,43.09646,131.69737,1303.86463,58.6816,418.39717
193,2026-07-01T12:03:13,history,0.93602,41.90556,121.81151,1260.78535,62.37744,416.5848
194,2026-07-01T12:03:14,history,1.57571,42.39799,136.61385,1308.83071,59.99135,421.37418
195,2026-07-01T12:03:15,history,1.42838,41.52156,132.45405,1309.49814,59.43526,423.08573
196,2026-07-01T12:03:16,history,0.88646,41.47554,129.31464,1278.7362,61.04526,418.87779
197,2026-07-01T12:03:17,history,1.39803,46.25917,130.87756,1263.94107,63.51316,396.71137
198,2026-07-01T12:03:18,history,1.25778,47.03756,134.43352,1262.42877,63.01112,397.52878
199,2026-07-01T12:03:19,history,1.4093,43.58512,119.04111,1236.16354,64.38566,404.53341
200,2026-07-01T12:03:20,history,0.98351,42.30459,126.2337,1282.7559,59.98081,421.75433
201,2026-07-01T12:03:21,history,1.47988,41.24604,132.24945,1307.55604,59.44699,421.88929
202,2026-07-01T12:03:22,history,1.34224,42.77702,130.91221,1302.12127,58.37887,424.1163
203,2026-07-01T12:03:23,history,0.95195,41.31628,122.94118,1277.88232,61.50413,421.6464
204,2026-07-01T12:03:24,history,1.22433,41.71483,126.25214,1284.72224,60.43829,422.90333
205,2026-07-01T12:03:25,history,1.04339,41.53009,127.41486,1290.26894,59.39586,422.04405
206,2026-07-01T12:03:26,history,0.92615,49.48016,136.56736,1286.44992,60.01892,398.68201
207,2026-07-01T12:03:27,history,1.02855,40.78638,124.83355,1261.4862,59.86383,422.83256
208,2026-07-01T12:03:28,history,1.07109,41.07451,129.35412,1283.87854,60.10486,419.55451
209,2026-07-01T12:03:29,history,1.55005,44.0453,126.23897,1240.5273,64.98891,403.72388
210,2026-07-01T12:03:30,history,0.98154,41.54153,122.7319,1289.06751,60.28795,422.78998
211,2026-07-01T12:03:31,history,1.30677,41.99654,129.086,1296.78134,60.21694,422.97112
212,2026-07-01T12:03:32,history,1.47803,52.58158,133.30147,1301.3075,62.43453,416.34135
213,2026-07-01T12:03:33,history,0.99921,41.85755,125.10131,1273.31917,61.65003,422.00173
214,2026-07-01T12:03:34,history,1.11109,41.88552,123.61774,1257.75201,63.99421,413.56256
215,2026-07-01T12:03:35,history,1.11806,41.91899,129.38705,1291.34898,60.13143,422.47292
216,2026-07-01T12:03:36,history,1.18077,53.55692,137.50429,1309.51872,59.7513,410.12432
217,2026-07-01T12:03:37,history,1.14695,41.13107,119.31938,1247.39392,64.94107,413.07932
218,2026-07-01T12:03:38,history,1.46683,45.50332,130.729,1254.00945,64.11916,396.42299
219,2026-07-01T12:03:39,history,1.42149,42.89391,121.99901,1238.81647,66.70626,407.95538
220,2026-07-01T12:03:40,history,1.20773,46.68567,136.02617,1263.87538,62.10934,399.78084
221,2026-07-01T12:03:41,history,1.16287,41.28767,123.86863,1252.08053,65.18601,411.47369
222,2026-07-01T12:03:42,history,1.10734,47.55283,135.81907,1273.05833,61.6295,394.52569
223,2026-07-01T12:03:43,history,0.91849,41.86365,123.18338,1274.59741,62.38337,418.84951
224,2026-07-01T12:03:44,history,1.28816,43.25126,121.07889,1248.89823,63.93972,409.03811
225,2026-07-01T12:03:45,history,0.92569,41.43893,128.35868,1280.17478,60.54976,423.05001
226,2026-07-01T12:03:46,history,1.61882,45.44112,127.19727,1246.86844,63.87082,398.28936
227,2026-07-01T12:03:47,history,1.04624,48.87188,134.66003,1283.93906,61.26952,398.49122
228,2026-07-01T12:03:48,history,1.73496,54.38328,127.86286,1295.84555,62.82514,416.56976
229,2026-07-01T12:03:49,history,0.99938,55.33876,124.49158,1272.39423,65.02647,422.1621
230,2026-07-01T12:03:50,history,1.57072,44.8327,127.44014,1241.75801,64.31876,395.87483
231,2026-07-01T12:03:51,history,1.57678,56.25009,126.91904,1300.33168,62.57107,419.01079
232,2026-07-01T12:03:52,history,1.4555,55.19719,134.51706,1305.20956,60.25648,414.33462
233,2026-07-01T12:03:53,history,1.56589,44.10365,128.53571,1251.56477,63.56791,396.33498
234,2026-07-01T12:03:54,history,0.888,41.7344,125.52835,1274.61151,61.00686,419.65308
235,2026-07-01T12:03:55,history,0.95834,41.9244,125.80405,1260.69616,63.68212,412.90787
236,2026-07-01T12:03:56,history,1.0121,50.51657,141.44479,1307.49741,59.43401,410.60044
237,2026-07-01T12:03:57,history,1.35183,42.75329,122.64132,1248.03855,65.45987,407.84269
238,2026-07-01T12:03:58,history,1.33037,53.28453,136.68853,1306.55125,61.15972,410.30192
239,2026-07-01T12:03:59,history,1.57896,55.96062,126.9116,1288.09631,64.20182,421.0189
240,2026-07-01T12:04:00,history,0.89937,41.47886,124.5924,1261.34451,60.34054,419.24461
241,2026-07-01T12:04:01,history,0.97472,41.11749,122.95816,1260.46115,63.54165,418.40219
242,2026-07-01T12:04:02,history,1.3575,53.23985,136.6195,1311.15136,60.88477,414.47585
243,2026-07-01T12:04:03,history,1.16544,54.18225,120.67007,1272.99411,65.30116,425.27781
244,2026-07-01T12:04:04,history,0.91457,50.87981,135.87247,1290.99109,59.12801,400.75982
245,2026-07-01T12:04:05,history,1.57074,43.59469,128.18085,1239.64795,63.79833,397.03879
246,2026-07-01T12:04:06,history,0.84742,48.68936,132.39287,1277.66314,60.12644,397.16457
247,2026-07-01T12:04:07,history,1.17853,47.97734,134.51492,1273.59996,61.7653,394.53662
248,2026-07-01T12:04:08,history,1.02876,42.56177,122.66039,1261.33263,65.02765,414.40943
249,2026-07-01T12:04:09,history,1.09784,51.3306,136.90164,1299.11763,58.36203,402.98045
250,2026-07-01T12:04:10,history,1.25744,53.00873,137.42119,1311.96538,60.11029,406.23787
251,2026-07-01T12:04:11,history,0.9261,53.90658,121.75947,1235.59058,62.915,415.29053
252,2026-07-01T12:04:12,history,1.01756,42.0178,118.62726,1252.72845,63.22826,409.61081
253,2026-07-01T12:04:13,history,1.16837,47.40234,133.83861,1272.66261,62.49521,395.27679
254,2026-07-01T12:04:14,history,1.48232,53.64018,139.37284,1317.73059,60.7032,412.2866
255,2026-07-01T12:04:15,history,1.05212,54.20428,120.83806,1264.41035,63.27704,426.17519
256,2026-07-01T12:04:16,history,1.11427,41.1538,121.4723,1258.50521,63.72989,414.12839
257,2026-07-01T12:04:17,history,1.31101,52.87983,137.23977,1312.1297,61.40315,411.23402
258,2026-07-01T12:04:18,history,1.53662,45.23255,126.16277,1243.14786,64.24948,400.15369
259,2026-07-01T12:04:19,history,0.8805,50.98684,136.63124,1306.15293,59.87576,400.49552
260,2026-07-01T12:04:20,history,1.20568,55.47121,122.30828,1283.05372,65.0419,423.84033
261,2026-07-01T12:04:21,history,1.63826,43.19001,124.80432,1246.69959,65.47868,398.67074
262,2026-07-01T12:04:22,history,0.96008,48.74172,136.27997,1287.63967,61.26279,397.48541
263,2026-07-01T12:04:23,history,1.64737,54.09982,128.29902,1293.00827,61.07832,419.29824
264,2026-07-01T12:04:24,history,1.23408,48.16494,131.55212,1266.81695,60.40784,395.24517
265,2026-07-01T12:04:25,history,1.31178,51.98089,124.67435,1239.74703,61.40392,406.71942
266,2026-07-01T12:04:26,history,1.20078,42.50573,118.65752,1243.92604,64.03276,410.39693
267,2026-07-01T12:04:27,history,1.55598,54.11463,132.8106,1306.93997,63.12188,412.51971
268,2026-07-01T12:04:28,history,1.19967,51.88326,137.20779,1311.41003,60.28118,410.69176
269,2026-07-01T12:04:29,history,1.52448,49.4422,136.8634,1275.88894,60.46821,396.92514
270,2026-07-01T12:04:30,history,1.70049,55.11589,131.60192,1304.97672,65.02239,419.04078
271,2026-07-01T12:04:31,history,0.93057,50.89994,137.73623,1305.40582,60.45996,403.7589
272,2026-07-01T12:04:32,history,1.02701,54.53836,121.77859,1265.26816,64.96864,420.96204
273,2026-07-01T12:04:33,history,1.65089,55.32884,133.51009,1303.11846,63.64024,414.69989
274,2026-07-01T12:04:34,history,1.42335,45.47364,128.54766,1248.25137,63.52302,399.68464
275,2026-07-01T12:04:35,history,1.30523,46.08379,132.41321,1269.47029,61.64213,395.21491
276,2026-07-01T12:04:36,history,1.59068,43.74907,128.46079,1249.27294,64.33843,397.75786
277,2026-07-01T12:04:37,history,1.59532,53.96595,136.9864,1304.86985,62.17626,416.46503
278,2026-07-01T12:04:38,history,1.34397,47.62031,136.27721,1288.46999,60.59239,395.25455
279,2026-07-01T12:04:39,history,0.89143,55.48117,121.87517,1253.29441,62.74136,423.05114
280,2026-07-01T12:04:40,history,1.61847,44.43465,126.45209,1250.36717,63.29328,399.50503
281,2026-07-01T12:04:41,history,1.55162,42.91131,126.5197,1238.56866,66.5626,403.22392
282,2026-07-01T12:04:42,history,1.2303,55.69577,124.13491,1277.47668,65.62088,422.72265
283,2026-07-01T12:04:43,history,1.48391,55.55058,126.37406,1285.19783,66.28101,423.88963
284,2026-07-01T12:04:44,history,1.36389,55.67186,123.78123,1281.85022,64.28129,424.53973
285,2026-07-01T12:04:45,history,1.27227,46.89497,135.90877,1264.62893,60.25248,395.88754
286,2026-07-01T12:04:46,history,1.51367,52.06116,126.9206,1249.63781,59.44853,410.92302
287,2026-07-01T12:04:47,history,1.4156,46.6122,128.66947,1260.45752,63.40516,393.75052
288,2026-07-01T12:04:48,history,1.0425,48.95961,135.07021,1281.59961,60.16503,398.06255
289,2026-07-01T12:04:49,history,1.6099,45.31243,124.66879,1251.62759,64.59621,396.84025
